epoch,accuracy,loss,val_accuracy,val_loss
0,0.8910355567932129,0.26469600200653076,0.47331786155700684,0.6944930553436279
1,0.9714065194129944,0.0949016660451889,0.47331786155700684,0.6963315010070801
2,0.9876352548599243,0.037947531789541245,0.47331786155700684,0.6999212503433228
3,0.9930447936058044,0.01634269766509533,0.47331786155700684,0.703419029712677
4,0.9914992451667786,0.017010370269417763,0.47331786155700684,0.7075198292732239
5,0.9976816177368164,0.007312397938221693,0.47331786155700684,0.7193402647972107
6,0.9961360096931458,0.011956882663071156,0.47331786155700684,0.7455934882164001
7,1.0,0.0014353579608723521,0.47331786155700684,0.7997898459434509
8,1.0,0.0005893857451155782,0.47331786155700684,0.9203935265541077
9,1.0,0.0006479058647528291,0.47331786155700684,1.110934853553772
10,1.0,0.00040726547013036907,0.47331786155700684,1.3856806755065918
11,1.0,0.0001854470610851422,0.47331786155700684,1.764214277267456
12,1.0,0.00017317048332188278,0.47331786155700684,2.1410586833953857
13,1.0,0.00012274907203391194,0.47331786155700684,2.4191391468048096
14,1.0,0.00010422279592603445,0.47331786155700684,2.4416275024414062
15,1.0,3.533007838996127e-05,0.47331786155700684,1.8641401529312134
16,1.0,5.674453132087365e-05,0.642691433429718,0.7189120650291443
17,1.0,0.00011460562382126227,0.9443155527114868,0.23006072640419006
18,1.0,3.575602386263199e-05,0.9698376059532166,0.18320471048355103
19,1.0,9.393616346642375e-05,0.9721577763557434,0.1797153800725937
20,1.0,4.0885977796278894e-05,0.9721577763557434,0.19020137190818787
21,1.0,6.233039312064648e-05,0.9721577763557434,0.20384204387664795
22,1.0,2.9324961360543966e-05,0.9721577763557434,0.20896854996681213
23,1.0,3.133837890345603e-05,0.9721577763557434,0.21934251487255096
24,1.0,4.639799954020418e-05,0.9721577763557434,0.22590608894824982
25,1.0,1.714866084512323e-05,0.9721577763557434,0.2296266108751297
26,1.0,4.4124670239398256e-05,0.9721577763557434,0.22187016904354095
27,1.0,2.2695416191709228e-05,0.9721577763557434,0.22699828445911407
28,1.0,3.019039831997361e-05,0.9721577763557434,0.23978078365325928
29,1.0,3.675771949929185e-05,0.9721577763557434,0.2410890758037567
30,1.0,9.241957741323858e-06,0.9721577763557434,0.24187491834163666
31,1.0,2.6759036700241268e-05,0.9721577763557434,0.2406715750694275
32,1.0,9.495814992988016e-06,0.9721577763557434,0.2473488599061966
33,1.0,1.2221074939589016e-05,0.9721577763557434,0.24836446344852448
34,1.0,1.2435915778041817e-05,0.9721577763557434,0.24948811531066895
35,1.0,7.110435035428964e-06,0.9721577763557434,0.2492522895336151
36,1.0,1.4542903954861686e-05,0.9721577763557434,0.25413498282432556
37,1.0,2.547350959503092e-05,0.9721577763557434,0.2544846534729004
38,1.0,3.072782783419825e-05,0.9721577763557434,0.25812241435050964
39,1.0,1.6044506992329843e-05,0.9721577763557434,0.2621341645717621
40,1.0,1.1192270903848112e-05,0.9721577763557434,0.26167798042297363
41,1.0,8.148960660037119e-06,0.9721577763557434,0.2626318335533142
42,1.0,2.1340325474739075e-05,0.9721577763557434,0.26836061477661133
43,1.0,8.868323675415013e-06,0.9721577763557434,0.2666022479534149
44,1.0,7.356827154580969e-06,0.9721577763557434,0.2670800983905792
45,1.0,1.1928896128665656e-05,0.9721577763557434,0.26834601163864136
46,1.0,1.0827958249137737e-05,0.9721577763557434,0.263945609331131
47,1.0,4.4519210860016756e-06,0.9721577763557434,0.26167652010917664
48,1.0,9.551495168125257e-06,0.9721577763557434,0.263270765542984
49,1.0,2.8019153432978783e-06,0.9721577763557434,0.26303598284721375
